taskId,assetId,assetType,department,corridorId,defectSeverity,assetCriticality,historicalFailures,overdueDays,trainTraffic,safetyRisk,expectedDegradation,assetAgeYears,priorityScore,failureRisk,riskLevel,recommendedDeadline,status,estimatedDurationMinutes
MT-00962,AST-0320,OHE,Traction Distribution,COR-010,5.0,6,1,1,20,3.8,0.163,11.0,27,0.275,Low,2026-10-02,pending,180
MT-00963,AST-0222,OHE,Traction Distribution,COR-008,5.5,8,2,2,69,5.8,0.285,8.9,56,0.557,Medium,2026-09-19,completed,90
MT-00964,AST-0107,Track,Engineering,COR-007,8.1,8,3,10,45,7.6,0.539,13.0,74,0.74,High,2026-09-11,in_progress,165
MT-00965,AST-0174,Station Equipment,S&T,COR-008,8.5,5,1,1,69,8.0,0.342,7.2,50,0.502,Low,2026-09-13,pending,240
MT-00966,AST-0045,Bridge,Engineering,COR-005,5.8,10,2,3,100,7.5,0.105,2.3,68,0.682,High,2026-09-09,completed,150
MT-00967,AST-0713,Signal,S&T,COR-009,4.4,8,1,0,26,5.7,0.316,7.5,47,0.469,Low,2026-09-15,in_progress,105
MT-00968,AST-0218,Track,Engineering,COR-002,5.7,7,0,5,26,6.6,0.172,10.6,45,0.447,Low,2026-09-13,completed,180
MT-00969,AST-0544,Bridge,Engineering,COR-010,5.6,9,2,9,20,7.4,0.341,6.1,48,0.477,Low,2026-09-12,completed,180
MT-00970,AST-0089,Signal,S&T,COR-010,4.4,8,1,3,20,5.2,0.242,10.6,38,0.375,Low,2026-10-08,overdue,30
MT-00971,AST-0591,Station Equipment,S&T,COR-006,5.7,6,0,4,73,7.6,0.679,17.2,56,0.563,Medium,2026-09-19,completed,210
MT-00972,AST-0570,Track,Engineering,COR-004,4.7,9,0,1,48,6.4,0.302,14.9,58,0.577,Medium,2026-09-18,pending,30
MT-00973,AST-0336,OHE,Traction Distribution,COR-007,5.9,7,2,18,45,6.1,0.546,29.0,62,0.623,Medium,2026-09-19,completed,45
MT-00974,AST-0523,Bridge,Engineering,COR-002,6.5,10,0,4,26,8.2,0.295,11.4,54,0.537,Medium,2026-09-19,completed,150
MT-00975,AST-0418,Station Equipment,S&T,COR-001,6.0,5,3,7,45,5.2,0.214,12.9,48,0.481,Low,2026-09-12,pending,60
MT-00976,AST-0075,Bridge,Engineering,COR-006,8.4,10,2,10,73,9.9,0.271,9.7,71,0.706,High,2026-09-06,completed,240
MT-00977,AST-0640,Track,Engineering,COR-004,6.4,8,4,4,48,6.0,0.333,15.7,57,0.571,Medium,2026-09-15,completed,30
MT-00978,AST-0235,OHE,Traction Distribution,COR-002,5.6,6,0,3,26,6.0,0.14,4.2,38,0.375,Low,2026-10-06,pending,90
MT-00979,AST-0305,Bridge,Engineering,COR-009,5.0,9,2,3,26,6.7,0.271,11.4,46,0.456,Low,2026-09-21,pending,120
MT-00980,AST-0476,Station Equipment,S&T,COR-001,4.4,5,2,9,45,5.2,0.406,20.8,50,0.496,Low,2026-09-22,in_progress,105
MT-00981,AST-0050,Track,Engineering,COR-002,3.5,7,1,1,26,4.7,0.095,11.0,44,0.438,Low,2026-09-21,pending,195
MT-00982,AST-0030,Track,Engineering,COR-005,5.8,8,3,9,100,6.0,0.581,6.8,79,0.789,Critical,2026-09-07,completed,30
MT-00983,AST-0800,OHE,Traction Distribution,COR-005,2.7,8,1,3,100,5.8,0.495,14.9,49,0.491,Low,2026-09-18,pending,90
MT-00984,AST-0009,Station Equipment,S&T,COR-002,3.4,5,1,14,26,4.2,0.262,1.2,40,0.397,Low,2026-09-13,completed,240
MT-00985,AST-0255,Signal,S&T,COR-003,8.2,8,3,5,32,6.5,0.309,14.0,60,0.603,Medium,2026-09-17,completed,90
MT-00986,AST-0625,Signal,S&T,COR-003,6.1,8,3,13,32,7.8,0.394,26.0,68,0.681,High,2026-09-06,pending,105
MT-00987,AST-0762,Track,Engineering,COR-006,5.1,10,0,7,73,7.8,0.364,4.5,54,0.544,Medium,2026-09-22,in_progress,60
MT-00988,AST-0457,Track,Engineering,COR-002,5.6,7,0,0,26,5.7,0.258,11.0,43,0.426,Low,2026-09-16,pending,90
MT-00989,AST-0600,Track,Engineering,COR-006,2.7,9,1,12,73,5.1,0.4,6.4,55,0.553,Medium,2026-09-19,pending,120
MT-00990,AST-0256,Signal,S&T,COR-010,4.7,8,0,0,20,6.2,0.124,7.5,31,0.309,Low,2026-09-25,in_progress,90
MT-00991,AST-0293,Track,Engineering,COR-001,8.1,9,2,21,45,8.4,0.448,11.0,68,0.684,High,2026-09-11,pending,90
MT-00992,AST-0437,Signal,S&T,COR-004,5.7,10,2,4,48,5.7,0.39,15.5,54,0.544,Medium,2026-09-17,completed,90
MT-00993,AST-0575,Signal,S&T,COR-005,3.9,10,3,38,100,6.9,0.61,9.1,77,0.77,Critical,2026-09-06,completed,165
MT-00994,AST-0401,OHE,Traction Distribution,COR-009,4.7,7,1,7,26,6.0,0.394,8.3,54,0.543,Medium,2026-09-16,pending,165
MT-00995,AST-0736,Signal,S&T,COR-004,8.0,9,1,3,48,5.3,0.386,6.1,60,0.604,Medium,2026-09-14,pending,60
MT-00996,AST-0333,Track,Engineering,COR-005,6.7,8,2,18,100,6.9,0.503,9.6,80,0.799,Critical,2026-09-06,completed,30
MT-00997,AST-0231,Signal,S&T,COR-005,6.1,10,4,4,100,8.1,0.881,15.8,75,0.753,Critical,2026-09-06,pending,90
MT-00998,AST-0050,Track,Engineering,COR-002,8.2,7,1,2,26,7.4,0.102,11.0,47,0.473,Low,2026-09-19,completed,225
MT-00999,AST-0574,OHE,Traction Distribution,COR-003,3.2,6,1,0,32,5.1,0.25,3.4,34,0.338,Low,2026-10-13,pending,150
MT-01000,AST-0498,OHE,Traction Distribution,COR-006,7.3,8,3,1,73,6.6,0.621,32.8,65,0.648,High,2026-09-09,overdue,225
MT-01001,AST-0461,Signal,S&T,COR-001,4.6,9,1,9,45,5.3,0.449,37.0,62,0.62,Medium,2026-09-19,pending,30
MT-01002,AST-0438,Track,Engineering,COR-004,5.9,8,7,1,48,4.6,0.752,35.9,52,0.524,Low,2026-09-12,in_progress,60
MT-01003,AST-0419,Signal,S&T,COR-006,4.9,9,2,8,73,7.6,0.282,9.6,58,0.577,Medium,2026-09-13,in_progress,210
MT-01004,AST-0625,Signal,S&T,COR-003,6.5,8,3,5,32,7.3,0.339,26.0,57,0.574,Medium,2026-09-12,pending,210
MT-01005,AST-0710,Signal,S&T,COR-010,6.8,9,2,0,20,8.4,0.155,3.4,53,0.534,Low,2026-09-22,completed,75
MT-01006,AST-0081,Track,Engineering,COR-002,5.2,8,3,18,26,5.4,0.351,6.4,63,0.634,Medium,2026-09-20,pending,225
MT-01007,AST-0676,OHE,Traction Distribution,COR-005,3.7,8,2,0,100,6.3,0.303,5.9,48,0.485,Low,2026-09-22,pending,30
MT-01008,AST-0539,Bridge,Engineering,COR-004,6.9,10,1,3,48,6.3,0.465,21.2,57,0.574,Medium,2026-09-21,pending,30
MT-01009,AST-0430,Track,Engineering,COR-002,6.6,7,0,10,26,5.3,0.38,23.5,58,0.583,Medium,2026-09-14,completed,135
MT-01010,AST-0786,Track,Engineering,COR-010,5.5,7,1,1,20,5.8,0.283,18.6,41,0.406,Low,2026-09-17,completed,45
MT-01011,AST-0425,Track,Engineering,COR-010,4.9,7,0,3,20,6.1,0.106,5.1,40,0.395,Low,2026-09-19,pending,195
MT-01012,AST-0086,Track,Engineering,COR-001,4.7,7,1,5,45,7.1,0.089,13.2,54,0.545,Medium,2026-09-20,completed,240
MT-01013,AST-0709,Signal,S&T,COR-002,5.0,9,1,1,26,6.3,0.151,9.0,39,0.387,Low,2026-10-09,completed,135
MT-01014,AST-0723,Bridge,Engineering,COR-007,4.6,10,0,2,45,6.0,0.079,3.6,59,0.594,Medium,2026-09-16,pending,120
MT-01015,AST-0226,Signal,S&T,COR-002,7.2,9,0,0,26,6.5,0.339,5.5,49,0.489,Low,2026-09-12,pending,165
MT-01016,AST-0516,OHE,Traction Distribution,COR-007,8.6,7,1,1,45,6.3,0.244,1.3,58,0.576,Medium,2026-09-22,pending,165
MT-01017,AST-0704,Signal,S&T,COR-005,5.5,10,0,0,100,9.4,0.283,11.5,64,0.64,Medium,2026-09-19,pending,45
MT-01018,AST-0335,Signal,S&T,COR-005,6.2,10,4,8,100,8.2,0.476,8.1,76,0.756,Critical,2026-09-11,completed,105
MT-01019,AST-0772,OHE,Traction Distribution,COR-010,5.6,7,3,3,20,6.9,0.292,12.2,46,0.455,Low,2026-09-14,in_progress,105
MT-01020,AST-0562,OHE,Traction Distribution,COR-004,4.6,7,2,0,48,5.1,0.258,4.5,46,0.464,Low,2026-09-13,pending,60
MT-01021,AST-0647,OHE,Traction Distribution,COR-003,6.8,6,0,8,32,5.7,0.304,11.9,50,0.503,Low,2026-09-21,completed,180
MT-01022,AST-0087,Signal,S&T,COR-005,8.0,9,5,6,100,8.4,0.587,5.7,73,0.733,High,2026-09-10,pending,45
MT-01023,AST-0478,Signal,S&T,COR-004,3.9,9,2,4,48,5.6,0.095,11.3,57,0.566,Medium,2026-09-21,completed,195
MT-01024,AST-0440,Bridge,Engineering,COR-007,6.8,10,2,1,45,7.4,0.353,9.4,59,0.585,Medium,2026-09-16,completed,30
MT-01025,AST-0712,OHE,Traction Distribution,COR-008,5.0,7,4,0,69,4.8,0.255,7.2,42,0.42,Low,2026-09-21,pending,105
MT-01026,AST-0322,Track,Engineering,COR-004,2.6,8,0,2,48,4.6,0.073,1.8,31,0.313,Low,2026-09-28,in_progress,195
MT-01027,AST-0590,Bridge,Engineering,COR-005,7.1,10,3,5,100,7.9,0.505,17.7,83,0.828,Critical,2026-09-10,pending,90
MT-01028,AST-0103,Station Equipment,S&T,COR-010,5.0,4,0,8,20,3.2,0.079,4.0,33,0.329,Low,2026-10-04,overdue,225
MT-01029,AST-0197,Station Equipment,S&T,COR-009,6.6,4,1,6,26,4.9,0.229,9.2,53,0.531,Low,2026-09-13,pending,225
MT-01030,AST-0058,Bridge,Engineering,COR-008,8.1,10,5,3,69,8.5,0.617,8.0,74,0.736,High,2026-09-10,completed,180
MT-01031,AST-0209,Track,Engineering,COR-010,3.8,8,0,3,20,5.3,0.02,0.9,40,0.398,Low,2026-09-15,overdue,150
MT-01032,AST-0037,OHE,Traction Distribution,COR-003,4.5,7,0,0,32,4.5,0.163,6.9,38,0.384,Low,2026-09-26,in_progress,30
MT-01033,AST-0076,Track,Engineering,COR-004,6.3,8,2,11,48,6.6,0.466,21.2,74,0.738,High,2026-09-10,completed,240
MT-01034,AST-0212,Track,Engineering,COR-008,6.5,8,1,8,69,6.1,0.287,6.8,50,0.5,Low,2026-09-20,in_progress,240
MT-01035,AST-0713,Signal,S&T,COR-009,6.3,8,1,2,26,6.6,0.347,7.5,51,0.514,Low,2026-09-15,pending,120
MT-01036,AST-0509,Bridge,Engineering,COR-005,7.5,10,1,5,100,9.1,0.572,11.6,76,0.757,Critical,2026-09-11,overdue,240
MT-01037,AST-0336,OHE,Traction Distribution,COR-007,6.0,7,2,1,45,4.6,0.371,29.0,45,0.453,Low,2026-09-19,in_progress,90
MT-01038,AST-0445,Track,Engineering,COR-005,6.1,9,0,10,100,9.1,0.14,9.0,72,0.717,High,2026-09-06,completed,90
MT-01039,AST-0617,Signal,S&T,COR-003,3.8,9,0,1,32,5.9,0.204,17.4,42,0.425,Low,2026-09-15,completed,225
MT-01040,AST-0132,Track,Engineering,COR-010,8.4,8,2,2,20,7.8,0.092,9.2,54,0.539,Medium,2026-09-22,pending,45
MT-01041,AST-0510,Track,Engineering,COR-004,6.3,9,0,5,48,6.3,0.322,4.9,58,0.576,Medium,2026-09-13,pending,180
MT-01042,AST-0666,OHE,Traction Distribution,COR-002,3.5,6,0,0,26,5.5,0.283,9.6,29,0.29,Low,2026-10-15,pending,60
MT-01043,AST-0477,OHE,Traction Distribution,COR-001,4.7,7,1,3,45,5.3,0.054,0.8,45,0.448,Low,2026-09-17,pending,120
MT-01044,AST-0643,Track,Engineering,COR-001,5.2,7,0,3,45,5.2,0.028,5.2,47,0.471,Low,2026-09-19,completed,105
MT-01045,AST-0674,Track,Engineering,COR-002,4.3,8,2,22,26,5.1,0.166,4.7,51,0.509,Low,2026-09-19,pending,195
MT-01046,AST-0106,OHE,Traction Distribution,COR-010,2.0,6,0,0,20,3.5,0.134,6.3,36,0.357,Low,2026-10-05,overdue,45
MT-01047,AST-0108,Track,Engineering,COR-001,4.2,9,2,2,45,6.6,0.394,14.5,58,0.576,Medium,2026-09-17,pending,105
MT-01048,AST-0223,OHE,Traction Distribution,COR-010,5.6,7,1,1,20,5.9,0.157,11.1,46,0.457,Low,2026-09-18,in_progress,45
MT-01049,AST-0026,Signal,S&T,COR-001,3.0,9,4,15,45,5.7,0.284,31.5,60,0.598,Medium,2026-09-19,pending,45
MT-01050,AST-0245,OHE,Traction Distribution,COR-001,2.6,6,1,4,45,3.3,0.196,11.0,36,0.36,Low,2026-10-10,pending,45
MT-01051,AST-0236,Signal,S&T,COR-009,6.4,9,3,1,26,6.3,0.302,9.2,56,0.562,Medium,2026-09-16,in_progress,225
MT-01052,AST-0392,Track,Engineering,COR-003,6.1,7,2,9,32,5.5,0.433,20.0,62,0.623,Medium,2026-09-16,pending,240
MT-01053,AST-0537,Signal,S&T,COR-005,6.1,10,4,0,100,7.9,0.631,16.3,72,0.717,High,2026-09-10,completed,180
MT-01054,AST-0224,Station Equipment,S&T,COR-004,5.4,5,2,2,48,5.3,0.459,25.9,42,0.419,Low,2026-09-20,in_progress,60
MT-01055,AST-0062,OHE,Traction Distribution,COR-003,3.1,7,1,5,32,5.5,0.293,14.6,43,0.426,Low,2026-09-19,pending,240
MT-01056,AST-0075,Bridge,Engineering,COR-006,6.3,10,2,9,73,7.5,0.228,9.7,70,0.703,High,2026-09-08,in_progress,45
MT-01057,AST-0571,Track,Engineering,COR-005,5.3,7,3,13,100,6.0,0.496,7.5,71,0.706,High,2026-09-09,pending,75
MT-01058,AST-0752,OHE,Traction Distribution,COR-006,4.4,8,0,7,73,5.6,0.238,6.8,54,0.543,Medium,2026-09-18,pending,150
MT-01059,AST-0544,Bridge,Engineering,COR-010,6.1,9,2,8,20,5.2,0.329,6.1,51,0.515,Low,2026-09-16,completed,105
MT-01060,AST-0666,OHE,Traction Distribution,COR-002,4.8,6,0,9,26,4.7,0.255,9.6,53,0.533,Low,2026-09-13,pending,30
MT-01061,AST-0599,Signal,S&T,COR-003,4.0,7,0,1,32,4.7,0.208,18.7,33,0.33,Low,2026-10-05,pending,135
MT-01062,AST-0343,OHE,Traction Distribution,COR-003,2.3,6,4,10,32,2.9,0.265,5.5,34,0.34,Low,2026-10-03,in_progress,240
MT-01063,AST-0608,Track,Engineering,COR-001,5.9,7,3,4,45,5.3,0.273,9.7,43,0.426,Low,2026-09-12,in_progress,195
MT-01064,AST-0607,Signal,S&T,COR-009,6.7,8,2,7,26,6.8,0.56,32.1,54,0.542,Medium,2026-09-22,overdue,225
MT-01065,AST-0454,Station Equipment,S&T,COR-003,4.3,5,2,4,32,3.1,0.237,5.0,42,0.421,Low,2026-09-19,completed,120
MT-01066,AST-0696,OHE,Traction Distribution,COR-003,2.3,6,0,1,32,3.2,0.071,4.0,35,0.35,Low,2026-09-25,completed,165
MT-01067,AST-0669,Signal,S&T,COR-008,4.7,9,1,3,69,7.9,0.198,6.9,56,0.558,Medium,2026-09-14,in_progress,60
MT-01068,AST-0549,Signal,S&T,COR-003,5.8,8,2,2,32,4.7,0.275,0.8,49,0.487,Low,2026-09-18,pending,30
MT-01069,AST-0272,Track,Engineering,COR-010,4.7,7,0,0,20,5.2,0.184,10.3,38,0.376,Low,2026-10-13,pending,90
MT-01070,AST-0209,Track,Engineering,COR-010,6.6,8,0,2,20,5.5,0.078,0.9,39,0.392,Low,2026-10-04,completed,210
MT-01071,AST-0174,Station Equipment,S&T,COR-008,6.4,5,1,5,69,4.3,0.192,7.2,59,0.592,Medium,2026-09-20,pending,75
MT-01072,AST-0534,Bridge,Engineering,COR-010,5.5,10,3,0,20,7.0,0.37,10.6,57,0.574,Medium,2026-09-13,pending,165
MT-01073,AST-0771,Track,Engineering,COR-007,7.9,8,4,7,45,6.2,0.61,25.2,66,0.657,High,2026-09-09,completed,135
MT-01074,AST-0662,Station Equipment,S&T,COR-005,6.5,5,1,2,100,5.7,0.555,10.3,52,0.519,Low,2026-09-21,completed,30
MT-01075,AST-0030,Track,Engineering,COR-005,7.0,8,3,3,100,8.2,0.552,6.8,67,0.672,High,2026-09-11,in_progress,165
MT-01076,AST-0517,Bridge,Engineering,COR-008,8.6,10,1,7,69,9.3,0.546,17.7,74,0.735,High,2026-09-07,pending,30
MT-01077,AST-0367,Signal,S&T,COR-008,3.5,9,1,3,69,6.9,0.19,16.9,52,0.523,Low,2026-09-19,overdue,195
MT-01078,AST-0150,Track,Engineering,COR-008,6.7,8,0,6,69,5.3,0.634,14.1,64,0.641,Medium,2026-09-12,pending,75
MT-01079,AST-0317,OHE,Traction Distribution,COR-003,8.2,7,3,19,32,6.5,0.4,27.7,64,0.637,Medium,2026-09-13,overdue,135
MT-01080,AST-0050,Track,Engineering,COR-002,4.9,7,1,7,26,5.9,0.039,11.0,38,0.38,Low,2026-10-14,pending,90
MT-01081,AST-0328,Track,Engineering,COR-010,4.5,7,2,5,20,6.2,0.128,3.6,54,0.54,Medium,2026-09-20,overdue,45
MT-01082,AST-0277,Signal,S&T,COR-010,2.0,9,0,8,20,7.1,0.147,12.1,47,0.473,Low,2026-09-14,overdue,105
MT-01083,AST-0725,OHE,Traction Distribution,COR-010,1.2,7,0,1,20,5.0,0.27,18.3,34,0.34,Low,2026-10-16,pending,90
MT-01084,AST-0323,OHE,Traction Distribution,COR-009,8.6,7,1,10,26,7.8,0.246,4.8,59,0.592,Medium,2026-09-22,completed,45
MT-01085,AST-0048,Track,Engineering,COR-009,6.8,8,1,5,26,9.4,0.46,25.8,52,0.525,Low,2026-09-12,pending,210
MT-01086,AST-0521,Track,Engineering,COR-001,5.3,8,2,7,45,6.2,0.469,10.0,56,0.561,Medium,2026-09-12,pending,225
MT-01087,AST-0584,OHE,Traction Distribution,COR-008,8.6,7,4,8,69,6.7,0.799,30.9,69,0.691,High,2026-09-07,pending,180
MT-01088,AST-0535,Track,Engineering,COR-007,3.5,8,1,6,45,5.6,0.228,8.3,51,0.513,Low,2026-09-20,completed,180
MT-01089,AST-0167,Track,Engineering,COR-004,4.6,8,0,3,48,4.9,0.242,20.7,51,0.513,Low,2026-09-18,pending,180
MT-01090,AST-0782,Station Equipment,S&T,COR-010,2.5,4,0,2,20,3.1,0.0,1.6,27,0.272,Low,2026-10-05,in_progress,60
MT-01091,AST-0782,Station Equipment,S&T,COR-010,1.7,4,0,2,20,1.0,0.0,1.6,23,0.232,Low,2026-10-02,overdue,240
MT-01092,AST-0409,OHE,Traction Distribution,COR-006,3.2,7,1,30,73,4.3,0.555,15.0,69,0.692,High,2026-09-08,completed,150
MT-01093,AST-0783,OHE,Traction Distribution,COR-001,1.4,6,0,1,45,3.4,0.046,1.0,30,0.304,Low,2026-10-08,pending,120
MT-01094,AST-0081,Track,Engineering,COR-002,7.4,8,3,3,26,7.9,0.426,6.4,62,0.623,Medium,2026-09-12,in_progress,120
MT-01095,AST-0007,Signal,S&T,COR-003,4.4,9,4,6,32,7.4,0.417,6.1,58,0.576,Medium,2026-09-18,pending,240
MT-01096,AST-0669,Signal,S&T,COR-008,5.6,9,1,3,69,5.8,0.159,6.9,45,0.448,Low,2026-09-14,pending,180
MT-01097,AST-0307,Bridge,Engineering,COR-004,8.0,10,3,2,48,10.0,0.528,14.6,68,0.68,High,2026-09-10,overdue,105
MT-01098,AST-0039,Station Equipment,S&T,COR-009,6.4,5,1,8,26,5.2,0.447,18.8,45,0.449,Low,2026-09-14,overdue,135
MT-01099,AST-0575,Signal,S&T,COR-005,6.3,10,3,4,100,7.8,0.523,9.1,72,0.719,High,2026-09-06,pending,75
MT-01100,AST-0645,Track,Engineering,COR-004,6.2,8,2,0,48,4.9,0.385,20.2,45,0.449,Low,2026-09-16,pending,135
MT-01101,AST-0495,Track,Engineering,COR-001,3.7,8,1,4,45,4.9,0.016,6.9,46,0.457,Low,2026-09-16,pending,75
MT-01102,AST-0104,Track,Engineering,COR-001,7.5,9,3,9,45,8.5,0.326,3.8,72,0.718,High,2026-09-09,pending,135
MT-01103,AST-0057,OHE,Traction Distribution,COR-006,7.9,8,1,1,73,7.3,0.229,2.9,65,0.651,High,2026-09-11,pending,150
MT-01104,AST-0043,Signal,S&T,COR-005,7.6,10,1,0,100,8.1,0.227,19.3,75,0.745,Critical,2026-09-10,pending,60
MT-01105,AST-0196,Track,Engineering,COR-003,2.0,7,0,4,32,4.5,0.301,6.7,29,0.295,Low,2026-10-01,pending,60
MT-01106,AST-0724,Signal,S&T,COR-004,4.8,10,0,0,48,5.5,0.271,13.0,43,0.433,Low,2026-09-19,pending,180
MT-01107,AST-0332,Track,Engineering,COR-002,5.5,8,0,7,26,6.1,0.256,14.4,66,0.662,High,2026-09-09,completed,210
MT-01108,AST-0095,Track,Engineering,COR-003,7.0,6,1,10,32,7.2,0.545,29.2,64,0.643,Medium,2026-09-14,completed,45
MT-01109,AST-0421,Station Equipment,S&T,COR-001,2.3,4,0,4,45,4.0,0.161,5.8,33,0.33,Low,2026-09-23,in_progress,210
MT-01110,AST-0192,Signal,S&T,COR-006,3.2,9,2,6,73,5.7,0.327,5.7,55,0.545,Medium,2026-09-12,pending,165
MT-01111,AST-0273,Signal,S&T,COR-006,7.7,9,1,0,73,9.1,0.334,2.6,63,0.634,Medium,2026-09-14,completed,60
MT-01112,AST-0323,OHE,Traction Distribution,COR-009,4.3,7,1,13,26,4.0,0.261,4.8,38,0.382,Low,2026-10-12,pending,60
MT-01113,AST-0075,Bridge,Engineering,COR-006,3.1,10,2,1,73,5.3,0.332,9.7,47,0.467,Low,2026-09-17,completed,90
MT-01114,AST-0777,Signal,S&T,COR-004,6.0,8,1,9,48,8.3,0.845,40.0,67,0.674,High,2026-09-08,pending,90
MT-01115,AST-0494,OHE,Traction Distribution,COR-001,7.1,8,2,35,45,7.4,0.464,40.0,67,0.675,High,2026-09-08,overdue,45
MT-01116,AST-0169,Track,Engineering,COR-010,4.3,8,0,3,20,5.4,0.296,10.1,41,0.407,Low,2026-09-14,pending,195
MT-01117,AST-0643,Track,Engineering,COR-001,4.4,7,0,1,45,5.2,0.082,5.2,53,0.531,Low,2026-09-19,completed,165
MT-01118,AST-0172,Bridge,Engineering,COR-005,4.7,10,0,10,100,6.1,0.496,8.8,68,0.681,High,2026-09-06,pending,210
MT-01119,AST-0544,Bridge,Engineering,COR-010,2.8,9,2,2,20,5.9,0.359,6.1,44,0.442,Low,2026-09-18,completed,105
MT-01120,AST-0070,Track,Engineering,COR-004,7.3,8,0,2,48,7.1,0.17,4.8,56,0.555,Medium,2026-09-22,in_progress,90
MT-01121,AST-0071,Bridge,Engineering,COR-006,8.0,9,2,3,73,7.7,0.72,18.9,73,0.729,High,2026-09-11,pending,105
MT-01122,AST-0073,Track,Engineering,COR-005,5.4,10,0,12,100,6.0,0.436,4.7,69,0.69,High,2026-09-08,completed,30
MT-01123,AST-0481,OHE,Traction Distribution,COR-009,3.5,7,0,4,26,5.2,0.068,13.7,45,0.449,Low,2026-09-21,pending,90
MT-01124,AST-0680,Bridge,Engineering,COR-001,7.4,10,1,3,45,7.4,0.184,6.1,62,0.62,Medium,2026-09-14,in_progress,150
MT-01125,AST-0383,OHE,Traction Distribution,COR-010,6.9,6,3,45,20,4.8,0.398,19.4,52,0.519,Low,2026-09-14,pending,195
MT-01126,AST-0660,Signal,S&T,COR-001,7.6,8,2,6,45,8.3,0.442,10.0,63,0.631,Medium,2026-09-15,completed,165
MT-01127,AST-0232,Signal,S&T,COR-005,7.1,9,2,2,100,9.5,0.747,38.5,73,0.73,High,2026-09-06,completed,225
MT-01128,AST-0172,Bridge,Engineering,COR-005,6.3,10,0,10,100,9.5,0.409,8.8,76,0.762,Critical,2026-09-07,in_progress,45
MT-01129,AST-0742,Track,Engineering,COR-004,6.3,7,0,17,48,6.7,0.31,6.9,65,0.646,High,2026-09-11,completed,30
MT-01130,AST-0086,Track,Engineering,COR-001,4.0,7,1,5,45,4.8,0.15,13.2,47,0.469,Low,2026-09-20,overdue,225
MT-01131,AST-0177,OHE,Traction Distribution,COR-007,4.6,7,0,4,45,5.3,0.149,9.0,47,0.474,Low,2026-09-15,completed,165
MT-01132,AST-0565,Station Equipment,S&T,COR-001,4.4,5,2,2,45,4.7,0.32,4.6,41,0.412,Low,2026-09-15,pending,210
MT-01133,AST-0380,Station Equipment,S&T,COR-005,6.2,7,1,2,100,5.6,0.335,2.8,57,0.572,Medium,2026-09-15,in_progress,180
MT-01134,AST-0162,Signal,S&T,COR-005,2.8,10,1,9,100,7.4,0.19,5.5,52,0.521,Low,2026-09-13,pending,150
MT-01135,AST-0734,OHE,Traction Distribution,COR-010,5.5,6,0,1,20,3.2,0.14,7.2,39,0.387,Low,2026-09-26,in_progress,165
MT-01136,AST-0651,Bridge,Engineering,COR-003,6.3,10,1,0,32,7.2,0.385,17.8,57,0.569,Medium,2026-09-22,pending,150
MT-01137,AST-0447,Signal,S&T,COR-004,4.5,10,1,2,48,7.6,0.089,6.7,47,0.47,Low,2026-09-19,completed,240
MT-01138,AST-0761,Signal,S&T,COR-008,7.4,9,2,1,69,6.6,0.592,19.5,64,0.641,Medium,2026-09-19,completed,150
MT-01139,AST-0660,Signal,S&T,COR-001,5.2,8,2,7,45,5.8,0.319,10.0,57,0.571,Medium,2026-09-15,completed,105
MT-01140,AST-0602,Track,Engineering,COR-008,4.4,8,0,2,69,6.4,0.264,11.2,57,0.567,Medium,2026-09-21,pending,240
MT-01141,AST-0662,Station Equipment,S&T,COR-005,7.3,5,1,6,100,6.9,0.502,10.3,66,0.658,High,2026-09-07,pending,135
MT-01142,AST-0348,Signal,S&T,COR-003,5.6,9,1,0,32,5.4,0.119,9.6,46,0.465,Low,2026-09-22,completed,225
MT-01143,AST-0213,OHE,Traction Distribution,COR-008,4.8,8,3,19,69,4.6,0.339,3.1,66,0.66,High,2026-09-09,in_progress,180
MT-01144,AST-0751,Signal,S&T,COR-002,4.2,8,2,7,26,4.7,0.241,7.8,45,0.447,Low,2026-09-15,overdue,240
MT-01145,AST-0536,Signal,S&T,COR-002,4.0,9,0,4,26,4.6,0.048,2.5,45,0.446,Low,2026-09-20,in_progress,210
MT-01146,AST-0516,OHE,Traction Distribution,COR-007,4.1,7,1,9,45,3.7,0.275,1.3,44,0.44,Low,2026-09-16,pending,30
MT-01147,AST-0283,Bridge,Engineering,COR-007,7.8,9,1,0,45,6.6,0.303,20.0,61,0.612,Medium,2026-09-14,completed,165
MT-01148,AST-0618,Track,Engineering,COR-005,5.6,9,0,20,100,8.0,0.226,7.0,66,0.657,High,2026-09-10,completed,75
MT-01149,AST-0791,Station Equipment,S&T,COR-001,5.1,6,2,2,45,4.7,0.253,13.8,46,0.463,Low,2026-09-19,pending,30
MT-01150,AST-0094,Track,Engineering,COR-010,2.8,8,0,8,20,5.2,0.03,2.7,42,0.415,Low,2026-09-18,completed,135
MT-01151,AST-0539,Bridge,Engineering,COR-004,7.3,10,1,5,48,7.0,0.54,21.2,70,0.704,High,2026-09-08,pending,30
MT-01152,AST-0479,OHE,Traction Distribution,COR-007,4.4,8,1,3,45,6.4,0.216,14.3,44,0.441,Low,2026-09-15,pending,60
MT-01153,AST-0086,Track,Engineering,COR-001,3.8,7,1,5,45,6.9,0.177,13.2,47,0.474,Low,2026-09-16,pending,210
